dataset,sensor_loc,length,actual_size,sigma,sigma_value,fold,ndg_time,kde_time,ndg_memory,kde_memory,kl_divergence,chi_squared
synthetic_bimodal,bimodal,100,100,r0.3,7.624480824862546,2,0.0004551410675048828,0.0005290508270263672,0.09375,0.0,9.619552010667093e-06,2.1301479037810706e-05
synthetic_bimodal,bimodal,1000,1000,0.1,0.1,0,0.005090951919555664,0.0021409988403320312,0.0625,0.0,9.006516000802008e-09,1.800878151346472e-08
synthetic_bimodal,bimodal,1000,1000,0.1,0.1,1,0.0043179988861083984,0.002151966094970703,2.34375,0.0,7.730220966212105e-09,1.5457155405253127e-08
synthetic_bimodal,bimodal,1000,1000,0.1,0.1,2,0.005471944808959961,0.0022690296173095703,-4.296875,0.015625,7.989655254065018e-09,1.597622404957611e-08
synthetic_bimodal,bimodal,1000,1000,0.3,0.3,0,0.005118846893310547,0.0023920536041259766,4.453125,0.0,3.3841701270336806e-09,6.766940820522664e-09
synthetic_bimodal,bimodal,1000,1000,0.3,0.3,1,0.004736661911010742,0.002385377883911133,7.640625,0.0,3.032154305394023e-09,6.062988205484888e-09
synthetic_bimodal,bimodal,1000,1000,0.3,0.3,2,0.004580974578857422,0.002371072769165039,0.0,-8.71875,2.970814692072102e-09,5.9407095101080066e-09
synthetic_bimodal,bimodal,1000,1000,0.5,0.5,0,0.005053043365478516,0.0026988983154296875,-6.203125,0.0,2.220030203193019e-09,4.439142725041047e-09
synthetic_bimodal,bimodal,1000,1000,0.5,0.5,1,0.004918813705444336,0.0026748180389404297,0.0,0.0,2.361558738345772e-09,4.722338387167915e-09
synthetic_bimodal,bimodal,1000,1000,0.5,0.5,2,0.00450897216796875,0.002577066421508789,0.0,0.0,2.817048042540119e-09,5.632962044329497e-09
synthetic_bimodal,bimodal,1000,1000,r0.1,3.5469994153618964,0,0.0046138763427734375,0.003053903579711914,2.40625,0.015625,3.0240580298329634e-08,6.047013614008972e-08
synthetic_bimodal,bimodal,1000,1000,r0.1,3.160074074262155,1,0.0056171417236328125,0.0030927658081054688,-5.28125,-9.65625,2.298376841109052e-08,4.595554826214464e-08
synthetic_bimodal,bimodal,1000,1000,r0.1,3.374493434424205,2,0.004533052444458008,0.003116130828857422,0.0,0.0,2.4699930199138624e-08,4.9389182323667216e-08
synthetic_bimodal,bimodal,1000,1000,r0.3,10.640998246085688,0,0.004079103469848633,0.0030393600463867188,0.0,0.0,6.705072153363333e-08,3.018217688534887e-07
synthetic_bimodal,bimodal,1000,1000,r0.3,9.480222222786464,1,0.004710197448730469,0.0030727386474609375,2.3125,0.0,3.869601116614316e-08,2.633576969331731e-07
synthetic_bimodal,bimodal,1000,1000,r0.3,10.123480303272613,2,0.004217863082885742,0.0030210018157958984,0.0625,0.0,4.149601902534789e-08,2.7392689974840876e-07
synthetic_bimodal,bimodal,10000,10000,0.1,0.1,0,0.047065019607543945,0.018926143646240234,6.046875,0.015625,2.31080905254515e-11,4.621549025264327e-11
synthetic_bimodal,bimodal,10000,10000,0.1,0.1,1,0.040615081787109375,0.02951812744140625,-16.734375,-7.421875,2.2896992850306477e-11,4.5792857467551904e-11
synthetic_bimodal,bimodal,10000,10000,0.1,0.1,2,0.04340505599975586,0.01830911636352539,-6.09375,0.078125,2.1347836806873588e-11,4.2695215837968795e-11
synthetic_bimodal,bimodal,10000,10000,0.3,0.3,0,0.039955854415893555,0.019465923309326172,0.0,0.0,8.112843828063167e-12,1.6225085988510227e-11
synthetic_bimodal,bimodal,10000,10000,0.3,0.3,1,0.04885601997375488,0.020108938217163086,0.75,-4.265625,6.6608993831364e-12,1.3321437024563448e-11
synthetic_bimodal,bimodal,10000,10000,0.3,0.3,2,0.0481419563293457,0.021023035049438477,-18.03125,-4.421875,7.506820955089833e-12,1.5013614398715906e-11
synthetic_bimodal,bimodal,10000,10000,0.5,0.5,0,0.049346923828125,0.021176815032958984,-17.765625,0.046875,6.071626782787283e-12,1.2142809651097566e-11
synthetic_bimodal,bimodal,10000,10000,0.5,0.5,1,0.04359292984008789,0.020402908325195312,-7.234375,0.015625,4.727590604141142e-12,9.455185661388258e-12
synthetic_bimodal,bimodal,10000,10000,0.5,0.5,2,0.04172706604003906,0.0219419002532959,0.0,-8.328125,4.636143879124142e-12,9.271923829339523e-12
synthetic_bimodal,bimodal,10000,10000,r0.1,7.533066766358903,0,0.060761213302612305,0.028823137283325195,0.71875,0.171875,1.0695264733972613e-09,2.139021967882622e-09
synthetic_bimodal,bimodal,10000,10000,r0.1,7.675655364813278,1,0.044419050216674805,0.02984333038330078,-0.171875,-0.5,1.0915924846119772e-09,2.1831483105474103e-09
synthetic_bimodal,bimodal,10000,10000,r0.1,7.675655364813278,2,0.04638481140136719,0.0282440185546875,-0.09375,0.03125,1.083692184444395e-09,2.1673445790905015e-09
