window_size,overlap_ratio,metric_name,accuracy,balanced_accuracy,macro_f1,computation_time
32,0.5,jaccard,0.9411764705882353,0.9696969696969697,0.9174603174603174,4.561388969421387
32,0.5,dice,0.9411764705882353,0.9696969696969697,0.9174603174603174,4.516205787658691
32,0.5,cosine,0.23529411764705882,0.3333333333333333,0.12698412698412698,4.445825099945068
