dataset,sensor_loc,length,actual_size,sigma,sigma_value,fold,ndg_time,kde_time,ndg_memory,kde_memory,kl_divergence,chi_squared,optimization_used,kernel_type
synthetic_normal,normal,100000,100000,0.1,0.1,1,0.0137481689453125,0.18975305557250977,0.0,0.546875,0.0003689890318781991,0.0006726980919527825,epanechnikov_optimized,epanechnikov
synthetic_normal,normal,100000,100000,0.1,0.1,2,0.011795997619628906,0.19722700119018555,0.0,-2.234375,0.0003804172276021132,0.0007044869154264308,epanechnikov_optimized,epanechnikov
synthetic_normal,normal,100000,100000,0.1,0.1,3,0.014699220657348633,0.19310784339904785,0.0,-2.703125,0.00038355135380841387,0.0007080441437891996,epanechnikov_optimized,epanechnikov
synthetic_normal,normal,100000,100000,0.1,0.1,4,0.011512994766235352,0.1920778751373291,0.03125,-5.890625,0.00037049652742015426,0.0006966064094865762,epanechnikov_optimized,epanechnikov
synthetic_normal,normal,100000,100000,0.3,0.3,0,0.012659072875976562,0.2130570411682129,0.0,-7.671875,0.00011896882453835678,0.00022294506472772454,epanechnikov_optimized,epanechnikov
synthetic_normal,normal,100000,100000,0.3,0.3,1,0.014441967010498047,0.21262001991271973,0.0,-0.125,0.00010323742898826202,0.00019143254603495375,epanechnikov_optimized,epanechnikov
synthetic_normal,normal,100000,100000,0.3,0.3,2,0.01204681396484375,0.2143099308013916,0.0,-3.796875,0.00013508906534826583,0.0002482041784738705,epanechnikov_optimized,epanechnikov
synthetic_normal,normal,100000,100000,0.3,0.3,3,0.012421131134033203,0.21274590492248535,0.0,-2.546875,0.00013331021499849645,0.00024679494527057925,epanechnikov_optimized,epanechnikov
synthetic_normal,normal,100000,100000,0.3,0.3,4,0.013757944107055664,0.21311306953430176,0.0,-19.828125,0.00012363775491882185,0.00022772460061343876,epanechnikov_optimized,epanechnikov
synthetic_normal,normal,100000,100000,0.5,0.5,0,0.014757871627807617,0.23607778549194336,0.0,-18.140625,8.570588482790256e-05,0.00015552934204264245,epanechnikov_optimized,epanechnikov
synthetic_normal,normal,100000,100000,0.5,0.5,1,0.014966011047363281,0.23338699340820312,0.0,-9.515625,7.492842536835589e-05,0.00013893623152542664,epanechnikov_optimized,epanechnikov
synthetic_normal,normal,100000,100000,0.5,0.5,2,0.01218724250793457,0.23315811157226562,0.0,-6.140625,0.00010266457847933752,0.00019090146253054224,epanechnikov_optimized,epanechnikov
synthetic_normal,normal,100000,100000,0.5,0.5,3,0.01230001449584961,0.23157405853271484,0.0,-3.546875,0.00010016317691469612,0.00018582964759101693,epanechnikov_optimized,epanechnikov
synthetic_normal,normal,100000,100000,0.5,0.5,4,0.011218070983886719,0.2288818359375,0.0,0.0,8.404425234869494e-05,0.0001557394563023261,epanechnikov_optimized,epanechnikov
synthetic_normal,normal,100000,100000,r0.1,4.47102638905293,0,0.013455867767333984,0.2887880802154541,0.0,0.0,0.04182643609973517,0.06947026835032931,epanechnikov_optimized,epanechnikov
synthetic_normal,normal,100000,100000,r0.1,4.472344057277318,1,0.013245105743408203,0.2908439636230469,0.0,0.015625,0.04201470910134254,0.06969190267964914,epanechnikov_optimized,epanechnikov
synthetic_normal,normal,100000,100000,r0.1,4.472344057277318,2,0.013354778289794922,0.2917439937591553,0.0,-7.640625,0.04160426577937613,0.06928292775903375,epanechnikov_optimized,epanechnikov
synthetic_normal,normal,100000,100000,r0.1,4.472344057277318,3,0.014965057373046875,0.2945518493652344,0.0,-14.25,0.041832713421662275,0.06949552783361088,epanechnikov_optimized,epanechnikov
synthetic_normal,normal,100000,100000,r0.1,4.333814881647439,4,0.014680862426757812,0.29413604736328125,0.0,-15.609375,0.03867690372822613,0.06458020195860854,epanechnikov_optimized,epanechnikov
synthetic_normal,normal,100000,100000,r0.3,13.41307916715879,0,0.01347208023071289,0.29406285285949707,0.0,-21.5625,0.25543743891071025,0.3843044167628389,epanechnikov_optimized,epanechnikov
synthetic_normal,normal,100000,100000,r0.3,13.41703217183195,1,0.013313055038452148,0.2944819927215576,0.0,-13.75,0.25576576567004305,0.38468898965522647,epanechnikov_optimized,epanechnikov
synthetic_normal,normal,100000,100000,r0.3,13.41703217183195,2,0.014719963073730469,0.29525279998779297,0.03125,1.015625,0.25510094811347406,0.38401069528475884,epanechnikov_optimized,epanechnikov
synthetic_normal,normal,100000,100000,r0.3,13.41703217183195,3,0.012076139450073242,0.28794097900390625,0.0,0.78125,0.2554532093173157,0.38434967232540485,epanechnikov_optimized,epanechnikov
synthetic_normal,normal,100000,100000,r0.3,13.001444644942316,4,0.014297962188720703,0.2923550605773926,0.0,0.03125,0.24902110925488768,0.3753525751844238,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,0.1,0.1,0,0.00021028518676757812,0.0005698204040527344,0.0,0.0,0.1789153770498173,0.2525638706917059,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,0.1,0.1,1,0.00017213821411132812,0.0004971027374267578,0.0,0.0,0.19264880984172453,0.2683466479492017,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,0.1,0.1,2,0.0001308917999267578,0.0004436969757080078,0.0,0.0,0.1812796375628321,0.2572790573174647,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,0.1,0.1,3,0.0001399517059326172,0.0004589557647705078,0.0,0.0,0.19757295904626676,0.27853164636573124,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,0.1,0.1,4,0.0001239776611328125,0.0004172325134277344,0.015625,0.0,0.17156103534704342,0.23878962420064404,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,0.3,0.3,0,0.00012731552124023438,0.0004189014434814453,0.0,0.0,0.06777025944216512,0.10571567002101782,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,0.3,0.3,1,0.00013399124145507812,0.0005209445953369141,0.0,0.0,0.08476554951131543,0.13222279328822087,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,0.3,0.3,2,0.00014734268188476562,0.0004699230194091797,0.0,0.0,0.07814907209866606,0.11823091852847051,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,0.3,0.3,3,0.00011491775512695312,0.00048613548278808594,0.0,0.0,0.06830016952762163,0.10431488901387195,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,0.3,0.3,4,0.00010323524475097656,0.0004448890686035156,0.0,0.0,0.07062849908004767,0.10845623679466776,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,0.5,0.5,0,0.00011920928955078125,0.0004961490631103516,0.0,0.0,0.05138597842484474,0.08249028460893032,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,0.5,0.5,1,0.0001747608184814453,0.0005030632019042969,0.0,0.0,0.06952566735768831,0.11044135994221654,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,0.5,0.5,2,0.00011897087097167969,0.0005850791931152344,0.0,0.0,0.05990582355670916,0.09179819049275806,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,0.5,0.5,3,0.00015807151794433594,0.0004990100860595703,0.0,0.0,0.05452026054652316,0.08577644192423792,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,0.5,0.5,4,0.00011491775512695312,0.0005030632019042969,0.0,0.0,0.056724488582013274,0.09009986297272093,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,r0.1,2.252965502650137,0,0.0001239776611328125,0.00049591064453125,0.0,0.0,0.018255540029080947,0.028667473118848565,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,r0.1,2.5414936082875155,1,0.00017404556274414062,0.0005919933319091797,0.015625,0.0,0.013218521715861666,0.020065100085954635,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,r0.1,2.5414936082875155,2,0.00013589859008789062,0.0004980564117431641,0.0,0.0,0.01550728299555952,0.025405247825496306,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,r0.1,2.5414936082875155,3,0.00019812583923339844,0.0005009174346923828,0.0,0.0,0.016308444001628005,0.027312067235015378,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,r0.1,2.22540551354309,4,0.00013899803161621094,0.0004608631134033203,0.0,0.0,0.022754811768679096,0.03450158057280428,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,r0.3,6.758896507950411,0,0.00011706352233886719,0.0004379749298095703,0.0,0.0,0.13381080153093242,0.210526056740445,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,r0.3,7.624480824862546,1,0.00011587142944335938,0.0005970001220703125,0.0,0.0,0.12840634421428138,0.19807777676900096,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,r0.3,7.624480824862546,2,9.298324584960938e-05,0.00051116943359375,0.0,0.0,0.14850711485036017,0.23449986708325915,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,r0.3,7.624480824862546,3,0.0001239776611328125,0.0004627704620361328,0.0,0.0,0.14405430383073797,0.22789939192795242,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,100,100,r0.3,6.6762165406292695,4,0.0001201629638671875,0.0004582405090332031,0.0,0.0,0.11462258827024242,0.1744544137917851,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,1000,1000,0.1,0.1,0,0.0002491474151611328,0.0020842552185058594,0.0,0.0,0.024209167420731946,0.040515781251089664,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,1000,1000,0.1,0.1,1,0.0003237724304199219,0.0021102428436279297,0.0,0.0,0.023839985700887648,0.040886738880829616,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,1000,1000,0.1,0.1,2,0.0002810955047607422,0.002064228057861328,0.0,0.0,0.023658032572720276,0.04021674602884653,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,1000,1000,0.1,0.1,3,0.0002911090850830078,0.0020380020141601562,0.0,0.0,0.02296137738145241,0.03863240647283553,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,1000,1000,0.1,0.1,4,0.0002689361572265625,0.002135038375854492,0.0,0.0,0.025338750529693598,0.04230969064423007,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,1000,1000,0.3,0.3,0,0.0002512931823730469,0.0024271011352539062,0.0,0.0,0.008966715884340025,0.01619982540928304,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,1000,1000,0.3,0.3,1,0.00028514862060546875,0.0025119781494140625,0.0,0.0,0.009561915458287105,0.01603373919319572,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,1000,1000,0.3,0.3,2,0.0002677440643310547,0.0024569034576416016,0.0,0.0,0.010696074540971953,0.01871814983860784,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,1000,1000,0.3,0.3,3,0.00026679039001464844,0.0023763179779052734,0.0,0.0,0.009711677233095052,0.01720378627824871,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,1000,1000,0.3,0.3,4,0.0002429485321044922,0.002403736114501953,0.0,0.0,0.009550997036415104,0.016929962158363246,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,1000,1000,0.5,0.5,0,0.0003190040588378906,0.0029129981994628906,0.0,0.03125,0.005563599206690218,0.009919827890402957,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,1000,1000,0.5,0.5,1,0.0003020763397216797,0.0026679039001464844,0.0,0.0,0.00604837381480373,0.010550946243890434,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,1000,1000,0.5,0.5,2,0.00029087066650390625,0.0026760101318359375,0.0,0.0,0.007758998710510972,0.013050152130982977,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,1000,1000,0.5,0.5,3,0.00028634071350097656,0.0026030540466308594,0.0,0.0,0.006669291349311256,0.011710457003983443,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,1000,1000,0.5,0.5,4,0.0002949237823486328,0.002641916275024414,0.015625,0.03125,0.006421559706691041,0.011469320586247656,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,1000,1000,r0.1,3.350637055642398,0,0.0002582073211669922,0.0031218528747558594,0.0,0.0,0.02079349056177114,0.034784177236803625,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,1000,1000,r0.1,3.5469994153618964,1,0.0008630752563476562,0.0031919479370117188,0.0,0.0,0.02554409686597858,0.04207889963619435,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,1000,1000,r0.1,3.5469994153618964,2,0.0021359920501708984,0.0034286975860595703,0.0,0.03125,0.0239835618346493,0.04108069979370574,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,1000,1000,r0.1,3.5469994153618964,3,0.0068972110748291016,0.0032660961151123047,0.0,-7.34375,0.0235129720270856,0.04047438674126262,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,1000,1000,r0.1,3.160074074262155,4,0.0012969970703125,0.003304004669189453,0.0,0.0,0.016961931821094074,0.02869746057339665,epanechnikov_optimized,epanechnikov
synthetic_bimodal,bimodal,1000,1000,r0.3,10.051911166927194,0,0.007823944091796875,0.003457784652709961,0.0,0.0,0.19215106078057526,0.2935014267557123,epanechnikov_optimized,epanechnikov
