,Case,Method,Sigma_Option,Sigma,Normalized,Empirical_Method,Similarity_Overlap,Distance_Euclidean,MSE_s1,KL_Divergence_s1,AIC_s1,BIC_s1,MSE_s2,KL_Divergence_s2,AIC_s2,BIC_s2
20,1,nd,0.2,0.2,True,kde,0.8928054297365933,1.4034927131890773,0.3651335983300519,-5.315086458831957,6518.430055205524,6528.245565763488,0.35506976522081724,-5.341682452364871,6378.9557210845815,6388.771231642546
21,1,nd,0.2,0.2,True,counts,0.8928054297365933,1.4034927131890773,0.32750936115502666,-33.9183017266492,6518.430055205524,6528.245565763488,0.35506976522081724,-5.341682452364871,6378.9557210845815,6388.771231642546
22,1,nd,0.5,0.5,True,kde,0.9143885154655108,1.3639063605792898,0.4808434622628616,-5.468923086056207,6649.148169980087,6658.963680538051,0.4762270792727348,-5.48737258268039,6564.759860927799,6574.575371485764
23,1,nd,0.5,0.5,True,counts,0.9143885154655108,1.3639063605792898,0.4388992646209855,-35.97857404513587,6649.148169980087,6658.963680538051,0.4762270792727348,-5.48737258268039,6564.759860927799,6574.575371485764
24,1,nd,r0.01,0.01,True,kde,0.7792208838035084,2.6590475844021872,0.2092399511855283,-4.940604260345532,6499.493498190532,6509.309008748496,0.17862189268912299,-4.891649782983601,6295.132767706515,6304.948278264479
25,1,nd,r0.01,0.01,True,counts,0.7792208838035084,2.6590475844021872,0.18139101110012032,-29.056749855378264,6499.493498190532,6509.309008748496,0.17862189268912299,-4.891649782983601,6295.132767706515,6304.948278264479
26,1,nd,r0.1,0.1,True,kde,0.8791486648442678,1.4931654377328183,0.30900652663688627,-5.184691471304687,6488.773797016877,6498.589307574842,0.291202188197941,-5.206233348029565,6311.046765396499,6320.862275954463
27,1,nd,r0.1,0.1,True,counts,0.8791486648442678,1.4931654377328183,0.2742936330719079,-32.16933487410877,6488.773797016877,6498.589307574842,0.291202188197941,-5.206233348029565,6311.046765396499,6320.862275954463
28,1,nd,r0.2,0.2,True,kde,0.8928054297365933,1.4034927131890773,0.3651335983300519,-5.315086458831957,6518.430055205524,6528.245565763488,0.35506976522081724,-5.341682452364871,6378.9557210845815,6388.771231642546
29,1,nd,r0.2,0.2,True,counts,0.8928054297365933,1.4034927131890773,0.32750936115502666,-33.9183017266492,6518.430055205524,6528.245565763488,0.35506976522081724,-5.341682452364871,6378.9557210845815,6388.771231642546
30,1,nd,r0.5,0.5,True,kde,0.9143885154655108,1.3639063605792898,0.4808434622628616,-5.468923086056207,6649.148169980087,6658.963680538051,0.4762270792727348,-5.48737258268039,6564.759860927799,6574.575371485764
31,1,nd,r0.5,0.5,True,counts,0.9143885154655108,1.3639063605792898,0.4388992646209855,-35.97857404513587,6649.148169980087,6658.963680538051,0.4762270792727348,-5.48737258268039,6564.759860927799,6574.575371485764
32,1,kde,0.01,,False,kde,0.4234315304551778,7.576493980077951,0.24155275590716893,-5.15904854806316,6026.314293880105,6036.129804438069,0.2199523088558182,-5.106589219292529,5987.36554727091,5997.181057828874
33,1,kde,0.01,,False,counts,0.4234315304551778,7.576493980077951,0.2069131927643383,-32.230676263429075,6026.314293880105,6036.129804438069,0.2199523088558182,-5.106589219292529,5987.36554727091,5997.181057828874
34,1,kde,0.1,,False,kde,0.4234315304551778,7.576493980077951,0.24155275590716893,-5.15904854806316,6026.314293880105,6036.129804438069,0.2199523088558182,-5.106589219292529,5987.36554727091,5997.181057828874
