dataset,sensor_loc,length,actual_size,sigma,sigma_value,fold,ndg_time,kde_time,ndg_memory,kde_memory,kl_divergence,chi_squared
synthetic_normal,normal,1000,1000,r0.1,3.5469994153618973,3,0.019917011260986328,0.003017902374267578,0.015625,0.0,2.535742940530028e-07,4.3263190010098865e-07
synthetic_normal,normal,1000,1000,r0.1,3.1600740742621554,4,0.020364999771118164,0.0030670166015625,0.0,0.0,2.717742464412411e-07,4.6063654763983206e-07
synthetic_normal,normal,1000,1000,r0.3,10.051911166927196,0,0.14368104934692383,0.003162860870361328,8.265625,0.0,1.2245981141189698e-08,3.0839786214260716e-07
synthetic_normal,normal,1000,1000,r0.3,10.64099824608569,1,0.14414286613464355,0.0030460357666015625,17.890625,0.0,2.952198119058019e-08,3.1661911154208747e-07
synthetic_normal,normal,1000,1000,r0.3,10.64099824608569,2,0.14337587356567383,0.0033888816833496094,16.015625,0.0,3.3836151865124676e-08,3.148638079033214e-07
synthetic_normal,normal,1000,1000,r0.3,10.64099824608569,3,0.14168071746826172,0.0031020641326904297,3.359375,0.0,2.996916597874867e-08,3.1396004086578507e-07
synthetic_normal,normal,1000,1000,r0.3,9.480222222786466,4,0.14655089378356934,0.0033359527587890625,2.75,0.0,6.540099763496592e-09,2.849269292250739e-07
synthetic_normal,normal,10000,10000,0.1,0.1,0,0.013571977615356445,0.020067930221557617,0.421875,0.015625,1.0248770312365304e-08,1.043330816368318e-08
synthetic_normal,normal,10000,10000,0.1,0.1,1,0.012802839279174805,0.018917083740234375,0.125,0.03125,2.0398590613077383e-08,2.0989548599318644e-08
synthetic_normal,normal,10000,10000,0.1,0.1,2,0.012336254119873047,0.01863408088684082,0.0,0.0,9.890229409239788e-09,1.0176020836772959e-08
synthetic_normal,normal,10000,10000,0.1,0.1,3,0.01308298110961914,0.01859283447265625,0.015625,0.0,2.282109292416073e-08,2.3043424616942138e-08
synthetic_normal,normal,10000,10000,0.1,0.1,4,0.012785911560058594,0.0187990665435791,0.0,0.0,1.9480705742185703e-08,2.0079589671926342e-08
synthetic_normal,normal,10000,10000,0.3,0.3,0,0.021991729736328125,0.020768165588378906,14.625,0.109375,6.3405575217636115e-09,6.479865618751489e-09
synthetic_normal,normal,10000,10000,0.3,0.3,1,0.022634029388427734,0.021167278289794922,14.8125,0.140625,7.572243406716625e-09,7.682122505376535e-09
synthetic_normal,normal,10000,10000,0.3,0.3,2,0.020831823348999023,0.022114992141723633,-1.0,0.046875,7.103327348492465e-09,7.86877645186458e-09
synthetic_normal,normal,10000,10000,0.3,0.3,3,0.021950960159301758,0.021815776824951172,14.84375,0.0,6.298106034413131e-09,6.397846881839961e-09
synthetic_normal,normal,10000,10000,0.3,0.3,4,0.024044036865234375,0.02226996421813965,14.546875,0.0,5.178557572741501e-09,5.256512617946397e-09
synthetic_normal,normal,10000,10000,0.5,0.5,0,0.033438920974731445,0.026129722595214844,19.28125,0.0,7.512330967849347e-09,7.705481940458472e-09
